year,board_council,board_name,school_code,school_name,mail_address_1,city,postal_code,civic_address_1,civic_address_2,civic_postal_code,mobile,fax,email,coordinates
2019-2020,57,Conseil scolaire acadien provincial,57,École Rose-des-Vents,CP 119,Greenwood N.-É.,B0P 1N0,"6, ch. Bedford",Greenwood N.-É.,B0P 1N0,902-765-7100,902-765-7107,erdv@csap.ca,POINT (-64.644093 45.041857)
2019-2020,57,Conseil scolaire acadien provincial,225,École secondaire de Clare,"80, ch. Placide Comeau",La Butte N.-É.,B0W 2L0,"80, ch. Placide Comeau",La Butte N.-É.,B0W 2L0,902-769-5400,902-769-5405,esdc@csap.ca,POINT (-65.905339 44.012895)
2019-2020,57,Conseil scolaire acadien provincial,980,École secondaire de Par-en-Bas,CP 178,Tusket N.-É.,B0W 3M0,"4258, route 308",Tusket N.-É.,B0W 3M0,902-648-5900,902-648-5915,espb@csap.ca,POINT (-65.905339 44.012895)
2019-2020,57,Conseil scolaire acadien provincial,1152,École secondaire du Sommet,"500,  boul. Larry Uteck",Halifax N.-É.,B3M 0E6,"500,  boul. Larry Uteck",Halifax N.-É.,B3M 0E6,902-832-4302,902-832-4352,ess@csap.ca,POINT (-63.65882 44.67463)
2019-2020,57,Conseil scolaire acadien provincial,219,École Stella-Maris,CP 408,Meteghan N.-É.,B0W 2J0,"288, ch. Peter Dugas",Meteghan N.-É.,B0W 2J0,902-645-5500,902-645-5505,esm@csap.ca,POINT (-65.905339 44.012895)
2019-2020,57,Conseil scolaire acadien provincial,160,École Wedgeport,"44, ch. Ditcher",Wedgeport N.-É.,B0W 3P0,"44, ch. Ditcher",Wedgeport N.-É.,B0W 3P0,902-663-5000,902-663-5002,ewdg@csap.ca,POINT (-65.976065 43.738879)
2019-2020,54,Halifax Regional Centre for Education,614,Elizabeth Sutherland School,66 Rockingstone Rd,Halifax NS,B3R 2C9,66 Rockingstone Rd,Halifax NS,B3R 2C9,902-479-4427,902-479-4430,ess@hrsb.ns.ca,POINT (-63.618461 44.603376)
2019-2020,54,Halifax Regional Centre for Education,538,Ellenvale Junior High School,88 Belle Vista Dr,Dartmouth NS,B2W 2X7,88 Belle Vista Dr,Dartmouth NS,B2W 2X7,902-435-8420,902-435-8469,ejhs@hrce.ca,POINT (-63.521217 44.67809)
2019-2020,53,Chignecto Central Regional Centre for Education,31,Elmsdale District Elementary School,75 MacMillan Dr,Elmsdale NS,B2S 1A5,75 MacMillan Dr,Elmsdale NS,B2S 1A5,902-883-5350,902-883-5353,langilleld@ccrce.ca,POINT (-63.554815 45.036684)
2019-2020,53,Chignecto Central Regional Centre for Education,30,Enfield District School,29 Catherine St,Enfield NS,B2T 1L4,29 Catherine St,Enfield NS,B2T 1L4,902-883-5300,902-883-5302,knolt@ccrce.ca,POINT (-63.52962 44.955599)
2019-2020,54,Halifax Regional Centre for Education,564,Eric Graves Memorial Junior High School,70 Dorothea Dr,Dartmouth NS,B2W 4M3,70 Dorothea Dr,Dartmouth NS,B2W 4M3,902-435-8325,902-435-8379,egmjh@hrce.ca,POINT (-63.508311 44.678007)
2019-2020,55,Annapolis Valley Regional Centre for Education,753,Evangeline Middle School,9387 Commercial St,New Minas NS,B4N 3G3,9387 Commercial St,New Minas NS,B4N 3G3,902-681-4910,902-681-4909,ems@avrce.ca,POINT (-64.511329 45.060321)
2019-2020,59,Tri-County Regional Centre for Education,733,Evelyn Richardson Memorial Elementary School,PO Box 160,Shag Harbour NS,B0W 3B0,5961 Hwy 3,Shag Harbour NS,B0W 3B0,902-723-3800,902-723-3801,ermes@tcrce.ca,POINT (-65.905339 44.012895)
2019-2020,53,Chignecto Central Regional Centre for Education,414,F.H. MacDonald Elementary School,123 School Rd,Thorburn NS,B0K 1W0,123 School Rd,Thorburn NS,B0K 1W0,902-922-3800,902-922-3828,doylenm@ccrce.ca,POINT (-62.54717 45.567075)
2019-2020,54,Halifax Regional Centre for Education,599,Fairview Heights Elementary School,210 Coronation Ave,Halifax NS,B3N 2N3,210 Coronation Ave,Halifax NS,B3N 2N3,902-457-8953,902-457-8957,fhes@hrsb.ns.ca,POINT (-63.634801 44.643059)
2019-2020,54,Halifax Regional Centre for Education,578,Fairview Junior High School,155 Rosedale Ave,Halifax NS,B3N 2K2,155 Rosedale Ave,Halifax NS,B3N 2K2,902-457-8960,902-457-8963,fvjh@hrsb.ns.ca,POINT (-63.646587 44.649131)
2019-2020,55,Annapolis Valley Regional Centre for Education,362,Falmouth District School,PO Box 40,Falmouth NS,B0P 1L0,30 School St,Falmouth NS,B0P 1L0,902-792-6710,902-792-6717,fds@avrce.ca,POINT (-64.644093 45.041857)
2019-2020,52,Strait Regional Centre for Education,266,Fanning Education Centre/Canso Academy,129 Tickle Rd,Guysborough NS,B0H 1H0,129 Tickle Rd,Guysborough NS,B0H 1H0,902-366-2225,902-366-3502,jeff.george@srce.ca,POINT (-61.719443 45.439417)
2019-2020,52,Strait Regional Centre for Education,471,Felix Marchand Education Centre,PO Box 767,Louisdale NS,B0E 1V0,380 Main St,Louisdale NS,B0E 1V0,902-345-2560,902-345-2868,lois.landry@srce.ca,POINT (-61.093776 46.017638)
2019-2020,51,Cape Breton Victoria Regional Centre for Education,1153,Ferrisview Elementary School,83 Archibald Ave,North Sydney NS,B2A 2W9,83 Archibald Ave,North Sydney NS,B2A 2W9,902-794-7137,902-794-6237,boutj@gnspes.ca,POINT (-60.328563 46.145502)
2019-2020,54,Halifax Regional Centre for Education,288,Five Bridges Junior High School,66 Hubley Rd,Hubley NS,B3Z 1B9,66 Hubley Rd,Hubley NS,B3Z 1B9,902-876-2026,902-876-7177,fbjh@hrsb.ns.ca,POINT (-63.870554 44.651831)
2019-2020,58,South Shore Regional Centre for Education,80,Forest Heights Community School,PO Box 29,Chester Basin NS,B0J 1K0,847 Hwy 12,Chester Basin NS,B0J 1K0,902-275-2700,902-275-2710,fhcs@ssrce.ca,POINT (-63.457088 44.731315)
2019-2020,59,Tri-County Regional Centre for Education,927,Forest Ridge Academy,PO Box 128,Barrington NS,B0W 1E0,59 Forest View Dr,Barrington NS,B0W 1E0,902-637-4340,902-637-4342,fra@tcrce.ca,POINT (-65.905339 44.012895)
2019-2020,53,Chignecto Central Regional Centre for Education,665,G.R. Saunders Elementary School,PO Box 1030,Stellarton NS,B0K 1S0,71 Bridge Avenue,Stellarton NS,B0K 1S0,902-755-8230,902-755-8238,cormierel@ccrce.ca,POINT (-62.920024 45.636619)
2019-2020,54,Halifax Regional Centre for Education,356,Gaetz Brook Junior High School,6856 Hwy 7,Head of Chezzetcook NS,B0J 1N0,6856 Hwy 7,Head of Chezzetcook NS,B0J 1N0,902-827-4666,902-827-5430,gbjhs@hrce.ca,POINT (-63.457088 44.731315)
2019-2020,55,Annapolis Valley Regional Centre for Education,60,Gaspereau Valley Elementary School,2781 Greenfield Rd,Wolfville NS,B4P 2R1,2781 Greenfield Rd,Wolfville NS,B4P 2R1,902-542-6090,902-542-6096,gves@avrce.ca,POINT (-64.361944 45.050732)
2019-2020,54,Halifax Regional Centre for Education,731,George Bissett Elementary School,170 Arklow Dr,Dartmouth NS,B2W 4R6,170 Arklow Dr,Dartmouth NS,B2W 4R6,902-464-5184,902-464-5187,gbes@hrce.ca,POINT (-63.509569 44.672416)
2019-2020,54,Halifax Regional Centre for Education,314,Georges P. Vanier Junior High School,1410 Fall River Rd,Fall River NS,B2T 1J1,1410 Fall River Rd,Fall River NS,B2T 1J1,902-860-4182,902-860-4188,vanier@hrsb.ns.ca,POINT (-63.614943 44.824974)
2019-2020,51,Cape Breton Victoria Regional Centre for Education,416,Glace Bay Elementary School,135 Brookside St,Glace Bay NS,B1A 1K8,135 Brookside St,Glace Bay NS,B1A 1K8,902-849-3256,902-849-3261,shepardr@gnspes.ca,POINT (-59.957062 46.189006)
2019-2020,51,Cape Breton Victoria Regional Centre for Education,8,Glace Bay High School,201 Reserve St,Glace Bay NS,B1A 4W3,201 Reserve St,Glace Bay NS,B1A 4W3,902-849-4247,902-849-2700,gbh@gnspes.ca,POINT (-59.98196 46.190896)
2019-2020,55,Annapolis Valley Regional Centre for Education,59,Glooscap Elementary School,RR 5 1017 J Jordan Rd,Canning NS,B0P 1H0,1017 J Jordan Rd,Canning NS,B0P 1H0,902-582-2010,902-582-2015,ges@avrce.ca,POINT (-64.644093 45.041857)
2019-2020,54,Halifax Regional Centre for Education,568,Gorsebrook Junior High School,5966 South St,Halifax NS,B3H 1S6,5966 South St,Halifax NS,B3H 1S6,902-421-6758,902-421-2709,gjh@hrsb.ns.ca,POINT (-63.586249 44.636668)
2019-2020,54,Halifax Regional Centre for Education,318,Graham Creighton Junior High School,72 Cherry Brook Rd,Cherry Brook NS,B2Z 1A8,72 Cherry Brook Rd,Cherry Brook NS,B2Z 1A8,902-464-5164,902-464-5173,gcjh@hrsb.ns.ca,POINT (-63.408989 44.691801)
2019-2020,53,Chignecto Central Regional Centre for Education,26,Great Village Elementary School,8849 Hwy 2,Great Village NS,B0M 1L0,8849 Hwy 2,Great Village NS,B0M 1L0,902-668-6500,902-668-6506,fultzs@ccrce.ca,POINT (-63.600089 45.414715)
2019-2020,51,Cape Breton Victoria Regional Centre for Education,963,Greenfield Elementary School,25 James St,River Ryan NS,B1H 1B8,25 James St,River Ryan NS,B1H 1B8,902-862-4000,902-862-4005,macdous13@gnspes.ca,POINT (-60.095778 46.237456)
2019-2020,58,South Shore Regional Centre for Education,1150,Greenfield Elementary School,5060 Hwy 210,Greenfield NS,B0T 1E0,5060 Hwy 210,Greenfield NS,B0T 1E0,902-685-5400,902-685-5401,ges@ssrce.ca,POINT (-65.092543 44.072262)
2019-2020,54,Halifax Regional Centre for Education,602,Grosvenor-Wentworth Park Elementary School,4 Downing St,Halifax NS,B3M 2G4,4 Downing St,Halifax NS,B3M 2G4,902-457-8422,902-457-8430,gwp@hrce.ca,POINT (-63.668903 44.685389)
2019-2020,52,Strait Regional Centre for Education,143,H.M. MacDonald Elementary School,RR3 2811 Hwy 245,Maryvale NS,B2G 2J1,2811 Hwy 245,Maryvale NS,B2G 2J1,902-863-2096,902-863-0616,trevor.macisaac@srce.ca,POINT (-62.010331 45.64073)
2019-2020,54,Halifax Regional Centre for Education,567,Halifax Central Junior High School,1787 Preston St,Halifax NS,B3H 3V7,1787 Preston St,Halifax NS,B3H 3V7,902-421-6777,902-421-2868,central@hrce.ca,POINT (-63.59698 44.643571)
2019-2020,54,Halifax Regional Centre for Education,592,Halifax West High School,283 Thomas Raddall Dr,Halifax NS,B3S 1R1,283 Thomas Raddall Dr,Halifax NS,B3S 1R1,902-457-8900,902-457-8980,hwhs@hrce.ca,POINT (-63.66252 44.655963)
2019-2020,54,Halifax Regional Centre for Education,306,Hammonds Plains Consolidated School,2180 Hammonds Plains Rd,Hammonds Plains NS,B4B 1M5,2180 Hammonds Plains Rd,Hammonds Plains NS,B4B 1M5,902-832-8412,902-832-8420,hpcs@hrsb.ns.ca,POINT (-63.760826 44.739826)
2019-2020,53,Chignecto Central Regional Centre for Education,42,Hants East Rural High School,2331 Hwy 2,Milford NS,B0N 1Y0,2331 Hwy 2,Milford NS,B0N 1Y0,902-758-4620,902-758-4626,smithmt@ccrce.ca,POINT (-63.56962 45.092716)
2019-2020,53,Chignecto Central Regional Centre for Education,41,Hants North Rural High School,4369 Hwy 236,Kennetcook NS,B0N 1P0,4369 Hwy 236,Kennetcook NS,B0N 1P0,902-362-3300,902-362-3303,peverilmf@ccrce.ca,POINT (-63.56962 45.092716)
2019-2020,55,Annapolis Valley Regional Centre for Education,24,Hantsport School,PO Box 392,Hantsport NS,B0P 1P0,11 School St,Hantsport NS,B0P 1P0,902-684-4000,902-684-4004,hs@avrce.ca,POINT (-64.644093 45.041857)
2019-2020,54,Halifax Regional Centre for Education,521,Harbour View Elementary School,25 Alfred St,Dartmouth NS,B3A 4E8,25 Alfred St,Dartmouth NS,B3A 4E8,902-464-2051,902-464-2282,hves@hrce.ca,POINT (-63.591575 44.679517)
2019-2020,51,Cape Breton Victoria Regional Centre for Education,964,Harbourside Elementary School,15 Church St,Sydney NS,B1N 2R3,15 Church St,Sydney NS,B1N 2R3,902-563-4520,902-563-4523,dbeaton@gnspes.ca,POINT (-60.189838 46.161892)
2019-2020,53,Chignecto Central Regional Centre for Education,1145,Harmony Heights Elementary School,25 Cedar Dr,Truro NS,B2N 5W3,25 Cedar Dr,Truro NS,B2N 5W3,902-896-5798,902-897-8922,fitzgeraldd@ccrce.ca,POINT (-63.271666 45.362794)
2019-2020,54,Halifax Regional Centre for Education,740,Harold T. Barrett Junior High School,862 Beaver Bank Rd,Beaver Bank NS,B4G 1A9,862 Beaver Bank Rd,Beaver Bank NS,B4G 1A9,902-864-7500,902-864-7502,htbar@hrsb.ns.ca,POINT (-63.685756 44.845864)
2019-2020,54,Halifax Regional Centre for Education,296,Harrietsfield Elementary School,1150 Old Sambro Rd,Harrietsfield NS,B3V 1B1,1150 Old Sambro Rd,Harrietsfield NS,B3V 1B1,902-479-4230,902-479-4235,hes@hrce.ca,POINT (-63.635787 44.573413)
2019-2020,54,Halifax Regional Centre for Education,313,Harry R. Hamilton Elementary School,40 Hamilton Dr,Middle Sackville NS,B4E 3A9,40 Hamilton Dr,Middle Sackville NS,B4E 3A9,902-864-6815,902-864-6820,hrh@hrsb.ns.ca,POINT (-63.724896 44.799774)
2019-2020,54,Halifax Regional Centre for Education,522,Hawthorn Elementary School,10 Hawthorne St,Dartmouth NS,B2Y 2Y3,10 Hawthorne St,Dartmouth NS,B2Y 2Y3,902-464-2048,902-464-2799,hawthorn@hrsb.ns.ca,POINT (-63.550564 44.667388)
2019-2020,58,South Shore Regional Centre for Education,917,Hebbville Academy,16147 Hwy 3,Hebbville NS,B4V 6Y1,16147 Hwy 3,Hebbville NS,B4V 6Y1,902-541-8280,902-541-8290,ha@ssrce.ca,POINT (-64.618626 44.426157)
2019-2020,54,Halifax Regional Centre for Education,293,Herring Cove Junior High School,7 Lancaster Dr,Herring Cove NS,B3V 1H9,7 Lancaster Dr,Herring Cove NS,B3V 1H9,902-479-4214,902-479-3379,hcjh@hrsb.ns.ca,POINT (-63.563268 44.566809)
2019-2020,55,Annapolis Valley Regional Centre for Education,998,Highbury Education Centre,26 Highbury Rd,New Minas NS,B4N 3P7,26 Highbury Rd,New Minas NS,B4N 3P7,902-681-4930,902-681-4931,hec@avrce.ca,POINT (-64.466971 45.059784)
2019-2020,54,Halifax Regional Centre for Education,571,Highland Park Junior High School,3479 Robie St,Halifax NS,B3K 4S4,3479 Robie St,Halifax NS,B3K 4S4,902-493-5124,902-493-5130,hpjh@hrce.ca,POINT (-63.601579 44.661788)
2019-2020,53,Chignecto Central Regional Centre for Education,15,Hilden Elementary School,1737 Truro Rd,Hilden NS,B0N 1C0,1737 Truro Rd,Hilden NS,B0N 1C0,902-896-5750,902-896-5751,kaulbachl@ccrce.ca,POINT (-63.276828 45.262687)
2019-2020,59,Tri-County Regional Centre for Education,79,Hillcrest Academy,PO Box 40,Shelburne NS,B0T 1W0,127 King St,Shelburne NS,B0T 1W0,902-875-5300,902-875-5301,hia@tcrce.ca,POINT (-65.340659 43.750899)
2019-2020,54,Halifax Regional Centre for Education,310,Hillside Park Elementary School,15 Hillside Ave,Lower Sackville NS,B4C 1W6,15 Hillside Ave,Lower Sackville NS,B4C 1W6,902-864-6873,902-864-6878,hpes@hrsb.ns.ca,POINT (-63.664512 44.758389)
2019-2020,54,Halifax Regional Centre for Education,747,Holland Road Elementary School,181 Holland Rd,Fletchers Lake NS,B2T 1A1,181 Holland Rd,Fletchers Lake NS,B2T 1A1,902-860-4170,902-860-4173,hres@hrce.ca,POINT (-63.601966 44.846111)
2019-2020,55,Annapolis Valley Regional Centre for Education,70,Horton High School,75 Greenwich Rd S,Wolfville NS,B4P 2R2,75 Greenwich Rd S,Wolfville NS,B4P 2R2,902-542-6060,902-542-6066,hhs@avrce.ca,POINT (-64.417859 45.049684)
2019-2020,54,Halifax Regional Centre for Education,327,Humber Park Elementary School,5 Smallwood Ave,Dartmouth NS,B2W 3R6,5 Smallwood Ave,Dartmouth NS,B2W 3R6,902-464-5177,902-464-5182,hps@hrce.ca,POINT (-63.509569 44.672416)
2019-2020,54,Halifax Regional Centre for Education,523,Ian Forsyth Elementary School,22 Glencoe Dr,Dartmouth NS,B2X 1J1,22 Glencoe Dr,Dartmouth NS,B2X 1J1,902-435-8435,902-435-8365,ifes@hrsb.ns.ca,POINT (-63.536615 44.694048)
2019-2020,54,Halifax Regional Centre for Education,579,Inglis Street Elementary School,5985 Inglis St,Halifax NS,B3H 1K7,5985 Inglis St,Halifax NS,B3H 1K7,902-421-6767,902-421-3028,ises@hrsb.ns.ca,POINT (-63.583052 44.63267)
2019-2020,52,Strait Regional Centre for Education,1106,Inverness Education Centre/Academy,PO Box 580,Inverness NS,B0E 1N0,59 Veterans Memorial Crt,Inverness NS,B0E 1N0,902-258-3700,902-258-3899,peter.goosens@srce.ca,POINT (-61.29886 46.226447)
2019-2020,54,Halifax Regional Centre for Education,1196,Island View High School,1853 Caldwell Rd,Eastern Passage NS,B3G 1J3,1853 Caldwell Rd,Eastern Passage NS,B3G 1J3,902-466-6341,902-466-6348,ivh@hrsb.ca,POINT (-63.47137 44.609125)
2019-2020,59,Tri-County Regional Centre for Education,259,Islands Consolidated School,PO Box 80,Freeport NS,B0V 1B0,75 Overcove Rd,Freeport NS,B0V 1B0,902-839-6300,902-839-6303,ics@tcrce.ca,POINT (-66.277794 44.293564)
2019-2020,54,Halifax Regional Centre for Education,619,J. L. Ilsley High School,38 Sylvia Ave,Halifax NS,B3R 1J9,38 Sylvia Ave,Halifax NS,B3R 1J9,902-479-4612,902-479-4635,jli@hrsb.ns.ca,POINT (-63.608268 44.60586)
2019-2020,51,Cape Breton Victoria Regional Centre for Education,549,John Bernard Croak V.C. Memorial School,10 Second St,Glace Bay NS,B1A 5Z4,10 Second St,Glace Bay NS,B1A 5Z4,902-849-2003,902-842-2212,rmuller@gnspes.ca,POINT (-59.954056 46.193029)
2019-2020,54,Halifax Regional Centre for Education,539,John MacNeil Elementary School,62 Leaman Dr,Dartmouth NS,B3A 2K9,62 Leaman Dr,Dartmouth NS,B3A 2K9,902-464-2488,902-464-2616,jmes@hrsb.ns.ca,POINT (-63.58108 44.688322)
2019-2020,54,Halifax Regional Centre for Education,524,John Martin Junior High School,7 Brule St,Dartmouth NS,B3A 4G2,7 Brule St,Dartmouth NS,B3A 4G2,902-464-2408,902-464-2062,jmjh@hrsb.ns.ca,POINT (-63.578347 44.680062)
2019-2020,54,Halifax Regional Centre for Education,607,John W. MacLeod-Fleming Tower Elementary School,1511 Purcell's Cove Rd,Halifax NS,B3P 1B7,1511 Purcell's Cove Rd,Halifax NS,B3P 1B7,902-479-4437,902-479-4442,jwm@hrsb.ns.ca,POINT (-63.608078 44.629275)
2019-2020,54,Halifax Regional Centre for Education,354,Joseph Giles Elementary School,54 Gregory Dr,Dartmouth NS,B2W 3M6,54 Gregory Dr,Dartmouth NS,B2W 3M6,902-464-5192,902-464-5197,jges@hrsb.ns.ca,POINT (-63.497242 44.684963)
2019-2020,54,Halifax Regional Centre for Education,569,Joseph Howe Elementary School,2557 Maynard St,Halifax NS,B3K 3V6,2557 Maynard St,Halifax NS,B3K 3V6,902-421-6785,902-421-8744,jhowe@hrsb.ns.ca,POINT (-63.601579 44.661788)
2019-2020,51,Cape Breton Victoria Regional Centre for Education,960,Jubilee Elementary School,755 Main St,Sydney Mines NS,B1V 2L4,755 Main St,Sydney Mines NS,B1V 2L4,902-736-3310,902-736-7510,imackaycarroll@gnspes.ca,POINT (-60.228286 46.242022)
2019-2020,53,Chignecto Central Regional Centre for Education,661,Junction Road Elementary School,PO Box 2139,Springhill NS,B0M 1X0,19 Junction Rd,Springhill NS,B0M 1X0,902-597-4240,902-597-4247,maddisonalicks@ccrce.ca,POINT (-63.928011 45.53888)
2019-2020,53,Chignecto Central Regional Centre for Education,38,Kennetcook District Elementary School,4369 Hwy 236,Kennetcook NS,B0N 1P0,4369 Hwy 236,Kennetcook NS,B0N 1P0,902-362-3300,902-362-3303,peverilmf@ccrce.ca,POINT (-63.56962 45.092716)
2019-2020,55,Annapolis Valley Regional Centre for Education,1158,Kings County Academy,35 Gary Pearl Dr,Kentville NS,B4N 0H4,35 Gary Pearl Dr,Kentville NS,B4N 0H4,902-690-3850,902-690-3864,kca@avrce.ca,POINT (-64.511329 45.060321)
2019-2020,55,Annapolis Valley Regional Centre for Education,379,Kings County Adult High School,26 Highbury Rd,New Minas NS,B4N 3P7,26 Highbury Rd,New Minas NS,B4N 3P7,902-681-4930,902-681-4931,kcahs@avrce.ca,POINT (-64.466971 45.059784)
2019-2020,55,Annapolis Valley Regional Centre for Education,62,Kingston and District School,PO Box 295,Kingston NS,B0P 1R0,630 Pine Ridge Ave,Kingston NS,B0P 1R0,902-765-7530,902-765-7535,kingston@avrce.ca,POINT (-64.644093 45.041857)
2019-2020,54,Halifax Regional Centre for Education,1103,Kingswood Elementary School,34 Vrege Crt,Hammonds Plains NS,B4B 1K2,34 Vrege Crt,Hammonds Plains NS,B4B 1K2,902-832-5522,902-832-5524,kwe@hrsb.ns.ca,POINT (-63.743087 44.719237)
2019-2020,55,Annapolis Valley Regional Centre for Education,61,L.E. Shaw Elementary School,486 Oak Island Rd,Avonport NS,B0P 1B0,486 Oak Island Rd,Avonport NS,B0P 1B0,902-542-6900,902-542-6905,leses@avrce.ca,POINT (-64.644093 45.041857)
2019-2020,55,Annapolis Valley Regional Centre for Education,129,Lawrencetown Consolidated School,RR 1 10 Middle Rd,Lawrencetown NS,B0S 1M0,10 Middle Rd,Lawrencetown NS,B0S 1M0,902-584-4500,902-584-4505,lcs@avrce.ca,POINT (-65.16387 44.882339)
2019-2020,55,Annapolis Valley Regional Centre for Education,1108,Lawrencetown Education Centre,RR 1 10 Middle Rd,Lawrencetown NS,B0S 1M0,10 Middle Rd,Lawrencetown NS,B0S 1M0,902-584-4524,902-584-4528,lec@avrce.ca,POINT (-65.16387 44.882339)
2019-2020,54,Halifax Regional Centre for Education,1200,LeMarchant-St. Thomas Elementary School,6141 Watt St,Halifax NS,B3H 2B7,6141 Watt St,Halifax NS,B3H 2B7,902-421-6769,902-421-3036,lmsts@hrce.ca,POINT (-63.586249 44.636668)
2019-2020,54,Halifax Regional Centre for Education,353,Leslie Thomas Junior High School,100 Metropolitan Ave,Lower Sackville NS,B4C 2Z8,100 Metropolitan Ave,Lower Sackville NS,B4C 2Z8,902-864-6785,902-864-6797,ltjh@hrce.ca,POINT (-63.668891 44.768462)
2019-2020,58,South Shore Regional Centre for Education,710,Liverpool Regional High School,PO Box 1266,Liverpool NS,B0T 1K0,104 College St,Liverpool NS,B0T 1K0,902-354-7600,902-354-7610,lrhs@ssrce.ca,POINT (-64.714675 44.033353)
2019-2020,59,Tri-County Regional Centre for Education,624,Lockeport Elementary School,PO Box 280,Lockeport NS,B0T 1L0,73 Beach St,Lockeport NS,B0T 1L0,902-656-7100,902-656-7101,les@tcrce.ca,POINT (-65.092543 44.072262)
2019-2020,59,Tri-County Regional Centre for Education,711,Lockeport Regional High School,PO Box 129,Lockeport NS,B0T 1L0,10 Locke St,Lockeport NS,B0T 1L0,902-656-7110,902-656-7120,lhs@tcrce.ca,POINT (-65.092543 44.072262)
2019-2020,54,Halifax Regional Centre for Education,968,Lockview High School,148 Lockview Rd,Fall River NS,B2T 1J1,148 Lockview Rd,Fall River NS,B2T 1J1,902-860-6000,902-860-6005,lhs@hrce.ca,POINT (-63.614943 44.824974)
2019-2020,54,Halifax Regional Centre for Education,939,Madeline Symonds Middle School,290 White Hills Run,Hammonds Plains NS,B4B 1W6,290 White Hills Run,Hammonds Plains NS,B4B 1W6,902-832-2300,902-832-2302,msms@hrsb.ns.ca,POINT (-63.801187 44.748101)
2019-2020,51,Cape Breton Victoria Regional Centre for Education,202,Malcolm Munroe Middle School,125 Kenwood Dr,Sydney NS,B1S 1T8,125 Kenwood Dr,Sydney NS,B1S 1T8,902-564-4587,902-564-1666,smcampbell@gnspes.ca,POINT (-60.208535 46.111475)
2019-2020,59,Tri-County Regional Centre for Education,410,Maple Grove Education Centre,52 Grove Memorial Dr,Hebron NS,B0W 1X0,52 Grove Memorial Dr,Hebron NS,B0W 1X0,902-749-5160,902-749-5170,mgec@tcrce.ca,POINT (-65.905339 44.012895)
2019-2020,53,Chignecto Central Regional Centre for Education,949,Maple Ridge Elementary School,1066 Hwy 2,Lantz NS,B2S 1M8,1066 Hwy 2,Lantz NS,B2S 1M8,902-883-5361,902-883-5360,isenorr@ccrce.ca,POINT (-63.483847 44.986028)
2019-2020,51,Cape Breton Victoria Regional Centre for Education,183,Marion Bridge School,3845 Gabarus Hwy,Marion Bridge NS,B1K 1A6,3845 Gabarus Hwy,Marion Bridge NS,B1K 1A6,902-727-2980,902-727-2765,ruthclarke@gnspes.ca,POINT (-60.212514 45.987286)
2019-2020,53,Chignecto Central Regional Centre for Education,971,McCulloch Education Centre,350 Wellington St,Pictou NS,B0K 1H0,350 Wellington St,Pictou NS,B0K 1H0,902-485-7991,902-485-7992,mcneillfa@ccrce.ca,POINT (-62.920024 45.636619)
2019-2020,59,Tri-County Regional Centre for Education,928,Meadowfields Community School,106 Prospect St,Yarmouth NS,B5A 4J2,106 Prospect St,Yarmouth NS,B5A 4J2,902-749-2880,902-749-2888,mcs@tcrce.ca,POINT (-66.103799 43.854542)
2019-2020,51,Cape Breton Victoria Regional Centre for Education,82,Memorial Composite High School,300 Memorial Dr,Sydney Mines NS,B1V 2Y5,300 Memorial Dr,Sydney Mines NS,B1V 2Y5,902-736-6233,902-736-3895,nicholc7@gnspes.ca,POINT (-60.212844 46.253404)
2019-2020,54,Halifax Regional Centre for Education,526,Michael Wallace Elementary School,24 Andover St,Dartmouth NS,B2X 2L9,24 Andover St,Dartmouth NS,B2X 2L9,902-435-8357,902-435-8395,mwes@hrce.ca,POINT (-63.551863 44.702648)
2019-2020,51,Cape Breton Victoria Regional Centre for Education,83,Middle River Consolidated,2248 Cabot Trail,Middle River NS,B0E 1B0,2248 Cabot Trail,Middle River NS,B0E 1B0,902-295-2842,902-295-2842,rcordy@gnspes.ca,POINT (-60.88087 46.135073)
2019-2020,55,Annapolis Valley Regional Centre for Education,712,Middleton Regional High School,18 Gates Ave,Middleton NS,B0S 1P0,18 Gates Ave,Middleton NS,B0S 1P0,902-825-5350,902-825-5355,mrhs@avrce.ca,POINT (-65.330638 44.790272)
2019-2020,54,Halifax Regional Centre for Education,748,Millwood Elementary School,190 Beaver Bank Cross Rd,Lower Sackville NS,B4E 1K5,190 Beaver Bank Cross Rd,Lower Sackville NS,B4E 1K5,902-864-7510,902-864-7518,mes@hrce.ca,POINT (-63.702401 44.785339)
2019-2020,54,Halifax Regional Centre for Education,745,Millwood High School,141 Millwood Dr,Middle Sackville NS,B4E 0A1,141 Millwood Dr,Middle Sackville NS,B4E 0A1,902-864-7535,902-864-7567,mwhs@hrce.ca,POINT (-63.723572 44.800697)
2019-2020,54,Halifax Regional Centre for Education,527,Mount Edward Elementary School,3 Windward Ave,Dartmouth NS,B2W 2G9,3 Windward Ave,Dartmouth NS,B2W 2G9,902-435-8459,902-435-8414,mees@hrsb.ns.ca,POINT (-63.511302 44.682414)
2019-2020,51,Cape Breton Victoria Regional Centre for Education,997,Mountainview Elementary School,21 Delta Dr,Howie Centre NS,B1L 1G9,21 Delta Dr,Howie Centre NS,B1L 1G9,902-562-8880,902-562-7271,paul3@gnspes.ca,POINT (-60.262011 46.063912)
